tilv,TUNN,ONIMI,SVUOSI,SKK,LVUOSI,LKK,UTUNN,OLO,SAIR,OLTYP,PKRYHMA,OMIST,OMUOTO,OKIELI,JARJ,JARJNIM,TOL2002,OSOITE,PSNRO,PTOIMIP,KOSOITE,opkoord,oikoord,OKUN,OKUNIM,OKUNRYH,ONUTS2U,ONUTS3,OSEUTU,OPPYHT,OPPESI,OPP16,OPP79,OPPLIS,OPPLUK,OPPLUA
2005,1,Härmän lukio,0,0,,,,0,0,15,,3,61,1,0177502-7,ALAHÄRMÄN KUNTA,75110,Koulukuja 5,62300,Härmä,Koulukuja 5,7021677,3292173,4,Alahärmä,3,2,14,145,151,0,0,0,0,148,2
